number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3598108,QUEEN CAFE AND RV,P,CARLSBAD,EDDY,GW,61,8120,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590608,INTREPID POTASH  EAST,P,CARLSBAD,EDDY,GW,211,1500,NTNC,Yes,12,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500921,CEBOLLA MDWCA,L,CEBOLLA,RIO ARRIBA,GW,350,85000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502614,RUIDOSO MOTORCOACH RANCH,P,ALTO,LINCOLN,GW,35,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3599526,GABRIELS,P,SANTA FE,SANTA FE,GW,150,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503621,VALLEY ESTATES WATER & SEWER ASSOCIATION,L,ESPANOLA,RIO ARRIBA,GW,194,30000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26258.1,Yes,Yes,.54637218,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3584801,CAROLINO CANYON,L,TIJERAS,BERNALILLO,GW,50,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580302,ALMA STORE AND GRILL,P,,CATRON,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590330,MANZANO MOUNTAIN STATE PARK,S,TAJIQUE,TORRANCE,GW,125,3000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510333,BLUEWATER ACRES WUA,L,THOREAU,CIBOLA,GW,307,105000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,51175,Yes,Yes,1.064837,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590709,CITY OF ROCKS STATE PARK,S,FAYWOOD,GRANT,GW,149,6000,NC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591330,ZIA RV PARK,P,MORIARTY,TORRANCE,GW,500,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580629,SUBWAY,P,TAOS,TAOS,GW,100,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3556312,"NEW MEXICO TECH, PLAYAS FACILITY",P,PLAYAS,HIDALGO,GW,20,200000,NC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,40909,Yes,Yes,.85122454,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500924,HYDRO PURE TECHNOLOGY INC.,P,AZTEC,SAN JUAN,SWP,25,13550,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,NM3509824,AZTEC DOMESTIC WATER SYSTEM,5960,,,,A,Yes,9,9,,Direct Impact with No Alternative Sources of Water
NM3500418,NORTH CLEVELAND MDWCA,L,CLEVELAND,MORA,GW,82,50000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590018,FORT UNION REST AREA NORTH BOUND,S,WATROUS,MORA,GW,125,3000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580707,VINTON CONGREGATION OF JEHOVAH WITNESS,P,ANTHONY,DONA ANA,GW,100,80,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502514,PINON HILLS RV PARK,P,RUIDOSO,LINCOLN,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3529107,LAS ALTURAS ESTATES (LCU),P,LAS CRUCES,DONA ANA,GW,612,175000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527031,CLAYTON MUNICIPAL SUPPLY,L,CLAYTON,UNION,GW,3250,1850000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,37936,Yes,Yes,.78936309,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527920,SAN JON WATER SUPPLY,L,SAN JON,QUAY,GWP,453,723000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501823,SAN LUIS CABEZON MDWCA,L,SAN YSIDRO,SANDOVAL,GW,200,120000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,36293,Yes,Yes,.75517595,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598614,SIERRA BLANCA REGIONAL AIRPORT,L,RUIDOSO,LINCOLN,GW,76,41350,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3521014,CDS RAINMAKERS UTIL LLC  RANCHO RUIDOSO,P,ALTO,LINCOLN,GW,993,500000,C,Yes,5,1,0,0,0,0,0,Ground,,,,,0,,1,41909.3,Yes,Yes,.87203854,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500333,POTCO WATER SYSTEM,P,MILAN,CIBOLA,GWP,100,11640,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590023,COCHITI LAKE RECREATION AREA,F,COCHITI LAKE,SANDOVAL,GW,156,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3539307,ALAMEDA ACRES MHP,P,LAS CRUCES,DONA ANA,GW,285,4000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32219,Yes,Yes,.67040515,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3553205,DESERT VILLAGE RV & MOBILE HOME PARK,P,CLOVIS,CURRY,GW,230,9800,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,48468,Yes,Yes,1.0085104,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580326,EL RANCHO DE LOS GOLONDRINAS,P,LA CIENEGA,SANTA FE,GW,4500,16000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500205,TRAVELERS WORLD CAMPGROUND,P,CLOVIS,CURRY,GW,45,3000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3564019,EILEEN ACRES,P,ALAMOGORDO,OTERO,GW,219,30800,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,47591,Yes,Yes,.99026197,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3597629,BASKIN ROBBINS TAOS,P,TAOS,TAOS,GW,100,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500532,SENIOR LIVING SYSTEMS INC.,P,LOS LUNAS,VALENCIA,GW,50,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,56660,Yes,Yes,1.1789675,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500113,MORWEST CORPORATION,P,ARTESIA,LEA,GW,0,540000,C,Yes,7,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3524030,ESTANCIA WATER SYSTEM,L,ESTANCIA,TORRANCE,GW,1795,642000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,35757,Yes,Yes,.74402297,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3533223,PONDEROSA MDWCA,L,PONDEROSA,SANDOVAL,GU,350,96000,C,Yes,0,0,1,0,1,0,1,Surface,100,0,0,0,1,100,1,43857.1,Yes,Yes,.91256791,Disadvantaged,2,1,0,1,2,0,1,1,2,1,1,1,,,,,,,,No,9,,,Direct Impact with No Alternative Sources of Water
NM3597114,BPOE ELKS LODGE,P,RUIDOSO,LINCOLN,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580102,HOMESTEAD LANDOWNERS ASSOCIATION,P,DATIL,CATRON,GW,168,12000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,42480,Yes,Yes,.88391352,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590128,FORT CRAIG REST AREA  EAST SIDE,S,SAN ANTONIO,SOCORRO,GW,300,3000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590208,SITTING BULL FALLS AREA  LINCOLN  USFS,F,CARLSBAD,EDDY,GW,25,6225,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3572007,MOONGATE WATER SYSTEM,L,ORGAN,DONA ANA,GW,8574,5067000,C,Yes,8,1,0,0,0,0,0,Ground,,,,,0,,1,37758.9,Yes,Yes,.78567803,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3549301,LEISURE MOUNTAIN MHP,P,TIJERAS,BERNALILLO,GW,172,6000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,87898,Yes,Yes,1.8289602,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580027,CABALLO LAKESIDE CAMPGROUND-STATE PARKS,S,CABALLO,SIERRA,GW,25,10000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527605,TEXICO WATER SYSTEM,L,TEXICO,CURRY,GW,1229,279000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,48468,Yes,Yes,1.0085104,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3541407,SILVER SPUR MOBILE HOME COURTS,P,MESILLA PARK,DONA ANA,GW,145,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3521713,JAL WATER SUPPLY SYSTEM,L,JAL,LEA,GW,3072,2275000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,56337,Yes,Yes,1.1722466,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500708,R AND P RV PARK,P,ARTESIA,EDDY,GW,238,3000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502026,SIERRA,P,SANTA FE,SANTA FE,GW,39,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504021,EL RITO REGIONAL WATER & WASTE WATER ASN,L,EL RITO,RIO ARRIBA,GW,1200,120000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510429,LAS COLONIAS MHP,P,EL PRADO,TAOS,GW,49,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,36764,Yes,Yes,.76497638,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3552728,LA JOYA MDWCA,L,LAJOYA,SOCORRO,GW,238,30000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,42181,Yes,Yes,.87769198,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580133,EL MALPAIS NATIONAL MONUMENT,F,GRANTS,CIBOLA,GW,50,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580807,AGUIRRE SPRINGS-BLM,F,LAS CRUCES,DONA ANA,GW,25,80,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590005,NED HOUK PARK AREA 11,L,CLOVIS,CURRY,GW,50,12000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500209,TROUT MOUNTAIN WATER ASSOCIATION,P,SILVER CITY,GRANT,GW,56,13780,NC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,46698,Yes,Yes,.97168064,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3588301,TURQUOISE TRAIL CENTER  WATER SYSTEM,P,CEDAR CREST,BERNALILLO,GW,170,3000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3566221,LA ASOCIACION DE AGUA DE LOS BRAZOS,L,LOS OJOS,RIO ARRIBA,GWP,32,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580428,ESCONDIDA LAKE,L,LEMITAR,SOCORRO,GW,26,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590129,AUSTING HAUS,P,TAOS SKI VALLEY,TAOS,GW,60,1500,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500821,CAPULIN MDWCA,L,CAPULIN,RIO ARRIBA,GW,203,32000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32433.3,Yes,Yes,.67486423,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500421,CANON PLAZA MDWCA,L,VALLECITOS,RIO ARRIBA,GW,60,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508517,GAMERCO WATER & SANITATION,L,GAMERCO,MCKINLEY,GWP,1552,300000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37042,Yes,Yes,.77076095,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508029,VALDEZ MDWCA,L,VALDEZ,TAOS,GW,100,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503921,HOPEWELL LAKE CAMPGROUND USFS CARSON,F,TAOS,RIO ARRIBA,GW,30,5000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527305,EPCOR WATER NEW MEXICO INC  CLOVIS,P,CLOVIS,CURRY,GW,42976,11550000,C,Yes,81,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510403,FAMBROUGH MDWCA,L,HAGERMAN,CHAVES,GW,557,200000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,41327,Yes,Yes,.85992217,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595104,SUGARITE - LAKE ALICE CAMPGROUND,S,RATON,COLFAX,GW,75,8000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590130,GRAN QUIVIRA - SALINAS PUEBLO MISSIONS,F,MOUNTAINAIR,TORRANCE,GW,50,55000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3577407,TALAVERA MDWCA,L,LAS CRUCES,DONA ANA,GW,173,60075,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,95882,Yes,Yes,1.9950894,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3524932,BELEN WATER SYSTEM,L,BELEN,VALENCIA,GW,8102,5250000,C,Yes,6,1,0,0,0,0,0,Ground,,,,,0,,1,50710,Yes,Yes,1.0551614,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527131,DES MOINES WATER SYSTEM,L,DES MOINES,UNION,GW,210,212000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,37936,Yes,Yes,.78936309,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3551026,LA VISTA HOMEOWNERS ASSOCIATION,P,SANTA FE,SANTA FE,GW,50,10000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,102070,Yes,Yes,2.1238477,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3573501,DESERT PALMS MOBILE HOME PARK,P,ALBUQUERQUE,BERNALILLO,GW,270,20000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,50875,Yes,Yes,1.0585947,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590916,PETRO #385,P,DEMING,LUNA,GW,25,212070,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593932,DENNIS CHAVEZ ELEMENTARY,L,BELEN,VALENCIA,GW,372,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3525833,SAN RAFAEL WATER & SANITATION DISTRICT,L,SAN RAFAEL,CIBOLA,GW,963,280000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,51175,Yes,Yes,1.064837,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510732,BOSQUE FARMS WATER SUPPLY SYSTEM,L,BOSQUE FARMS,VALENCIA,GW,4168,1500000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,50183.7,Yes,Yes,1.0442102,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503901,LOVES TRAVEL STOP,L,ALBUQUERQUE,BERNALILLO,GW,280,230000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3555008,COTTONWOOD WATER MDWCA,L,ARTESIA,EDDY,GW,1685,710000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,63342.9,Yes,Yes,1.3180237,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520024,NORTHSTAR MDWCA,L,AZTEC,SAN JUAN,SW,3602,994000,C,Yes,0,0,2,2,0,1,0,Surface,100,0,0,0,1,100,1,55611.4,Yes,Yes,1.1571485,Non-Disadvantaged,3,2,1,0,2,1,2,0,2,.66666669,1,1,,,,,,,,No,2,,,Direct Impact with Alternative Sources of Water
NM3509123,JEMEZ SPRINGS DWUA,L,JEMEZ SPRINGS,SANDOVAL,GW,1157,699000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,41510,Yes,Yes,.86373001,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3552206,VALLEY MDWCA,L,FORT SUMNER,DE BACA,GWP,556,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,31028,Yes,Yes,.64562309,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3513619,HIGH ROLLS COMMUNITY WATER USERS COOP,L,HIGH ROLLS MOUNTAIN PARK,OTERO,GW,340,130000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,53928,Yes,Yes,1.1221207,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510117,BLUEWATER LAKE MDWCA,L,BLUEWATER,MCKINLEY,GW,135,103000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,19522,Yes,Yes,.40620902,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501309,HACHITA MDWCA,L,HACHITA,GRANT,GW,100,36000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,44412,Yes,Yes,.92411411,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591402,EAGLE GUEST RANCH SW,P,DATIL,CATRON,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501819,OLD APPLE BARN,P,HIGH ROLLS MOUNTAIN PARK,OTERO,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3567701,KIRTLAND AIR FORCE BASE,F,ALBUQUERQUE,BERNALILLO,GW,22500,5523000,C,Yes,6,1,0,0,0,0,0,Ground,,,,,0,,1,70375.2,Yes,Yes,1.4643501,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501126,LA MARIPOSA MONTESSORI SCHOOL,L,SANTA FE,SANTA FE,GW,96,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3583204,PHILMONT SCOUT RANCH - URACCA OUTCAMP,P,,COLFAX,GW,50,3650,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500221,ABIQUIU MDWCA,L,ABIQUIU,RIO ARRIBA,GW,420,29000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591109,LAKE ROBERTS CAMPGROUND - GILA - USFS,F,MIMBRES,GRANT,GW,68,18000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594713,LEA COUNTY ELECTRIC COOPERATIVE INC,P,LOVINGTON,LEA,GW,50,65000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590328,VERY LARGE ARRAY VLA,F,MAGDALENA,SOCORRO,GW,45,75000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590827,ELEPHANT BUTTE STATE PARK,S,ELEPHANT BUTTE,SIERRA,GW,50,110000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500626,LAS CAMPANAS WATER SYSTEM,P,SANTA FE,SANTA FE,SWP,1495,1250000,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,97328.39999999991,Yes,Yes,2.0251858,Non-Disadvantaged,,,,,,,,,,,,0,NM3505126,SANTA FE WATER SYSTEM (CITY OF),78247,,,,A,Yes,2,2,,Direct Impact with Alternative Sources of Water
NM3500923,ORCHARD ESTATES FLMDWC & SW,L,CORRALES,SANDOVAL,GW,40,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,84355,Yes,Yes,1.7552383,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
